YEAR,MONTH,CITY,REALSUM,ROOM_TYPE,HOST_IS_SUPERHOST,MULTI,BIZ,GUEST_SATISFACTION_OVERALL,BEDROOMS,DIST,LNG,LAT,CLEANLINESS_RATING,HOST_RESPONSE_TIME,REVIEWS_PER_MONTH
2021,october,paris,267.3,shared room,true,false,no,3.6,3.0,6.49,-3.558334,64570.488407405915,4.0,12.6,13.9
2023,july,istanbul,385.92,private room,false,false,no,3.3,1.0,7.06,23.735722,40.483082,4.138266384778013,11.6,8.12
2022,december,istanbul,434.58,private room,true,false,yes,3.6,3.0,29.7,-1.746025,623075.65,5.0,13.1,23.9
2019,september,amsterdam,91.04,entire home/apt,true,false,yes,3.2,3.0,3.2,27778.172614387302,58.294688,3.1,5.3,13.9
2019,may,prague,475.15,private room,true,true,no,3.9,4.0,4.9,10.500829,55.080772,4.7,23.5,4.8
2017,may,london,215.04,shared room,false,false,yes,3.7,3.0,9.99,19.81407,55.552686,3.4,23.8,13.406927138331573
2023,may,london,324.27,entire home/apt,false,false,yes,4.2,2.0,0.68,0.744159,64570.488407405915,3.0,2.5,10.9
2015,june,paris,239.91002745512148,shared room,false,false,no,4.4,2.0,9.01,27778.172614387302,55.812441,3.5,6.8,18.9
2018,november,london,239.91002745512148,entire home/apt,false,true,yes,4.0,2.0,5.6,-733223.9,41.629945,4.6,9.4,8.6
2020,october,istanbul,432.32,entire home/apt,false,true,yes,3.2,1.0,3.66,-2.394011,64570.488407405915,4.138266384778013,12.8,10.2
2020,september,istanbul,418.33,shared room,true,true,no,6.3,1.0,7.65,-3.984831,42.866084,4.3,21.6,7.1
2022,july,rome,40.802,private room,true,false,no,7.4,5.0,11.772669491525424,27778.172614387302,41.373597,3.8,6.5,4.12
2015,july,barcelona,255.48,entire home/apt,true,false,yes,4.3,3.0,7.44,19.471719,64570.488407405915,4.0,12.5,13.406927138331573
2021,december,london,329.74,private room,false,false,yes,3.4,5.0,3.95,108024.4,48.885709,3.6,16.4,6.72
2022,march,brussels,149.83,private room,false,true,yes,3.1,5.0,2.51,-4.533889,44.868588,3.8,5.9,15.0
2018,march,amsterdam,139.85,entire home/apt,false,false,yes,4.1723991507431,5.0,80.6,-7.06849,57.392654,3.3,12.3,13.0
2019,september,prague,150.93,shared room,true,false,no,3.8,2.0,11.772669491525424,27778.172614387302,64570.488407405915,3.0,23.7,18.3
2021,december,london,244.54,entire home/apt,true,false,yes,4.5,3.0,7.31,22.990583,40.373278,4.1,1.5,0.1
2017,september,paris,26.574,entire home/apt,true,false,no,4.5,4.0,9.4,951833.2,42.473817,4.7,9.8,1.91
2018,august,prague,464.69,entire home/apt,false,false,no,8.4,3.0,3.28,2.500753,58.634362,4.6,23.4,13.406927138331573
2018,january,london,254.97,shared room,false,false,no,4.7,5.0,5.64,13.192648,49.324466,3.6,21.0,19.1
2022,september,istanbul,239.91002745512148,entire home/apt,true,false,yes,4.1723991507431,5.0,7.74,27778.172614387302,47.928783,4.7,10.8,18.6
2017,december,istanbul,128.48,private room,true,false,no,4.4,1.0,9.84,26.61624,64570.488407405915,8.3,1.3,24.2
2015,december,barcelona,226.62,shared room,false,false,no,4.1723991507431,3.0,6.82,23.927485,64570.488407405915,4.2,3.8,13.406927138331573
2020,november,paris,495.35,entire home/apt,false,false,yes,3.3,1.0,3.23,12.803039,64570.488407405915,3.4,7.2,7.6
2021,june,istanbul,161.68,private room,true,false,yes,4.9,3.0,3.86,17.146271,58.968033,4.8,4.9,2.92
2016,august,amsterdam,157.12,private room,true,true,yes,4.3,3.0,2.61,22.814798,55.495731,3.0,5.0,7.4
2019,december,brussels,161.85,shared room,true,true,no,4.2,2.0,98.9,-526706.2,43.618332,5.0,5.6,5.2
2017,december,paris,473.1,shared room,false,false,yes,4.1723991507431,5.0,9.87,14.962954,21835.75,3.6,9.3,8.1
2016,march,istanbul,129.59,private room,true,true,no,3.6,1.0,0.67,-9.067034,58.457311,3.6,5.2,8.4
2015,august,barcelona,64.99,entire home/apt,true,true,no,4.6,3.0,9.6,10.577584,47.0111,4.6,9.7,0.01
2021,august,london,305.07,shared room,true,false,no,3.5,2.0,6.35,881416.7,763257.95,3.4,2.6,4.8
2021,october,london,194.15,shared room,false,true,yes,5.0,2.0,1.64,401216.21,42.510036,3.9,5.3,2.8
2021,august,amsterdam,444.3,shared room,true,false,yes,3.8,1.0,9.22,13.633357,47.710136,3.4,8.4,18.9
2021,june,istanbul,306.36,entire home/apt,true,true,yes,3.2,2.0,11.772669491525424,12.083937,40.386666,4.138266384778013,8.0,13.406927138331573
2017,august,amsterdam,288.91,entire home/apt,true,false,yes,3.3,1.0,9.35,-2.388113,41.671361,3.3,13.1,2.7
2016,december,amsterdam,64.583,shared room,true,false,no,4.6,4.0,43.4,28.842251,55.873402,4.2,13.0,0.0
2018,october,paris,58.221,shared room,true,false,no,3.9,1.0,6.96,14.277679,43.644831,3.3,6.3,9.2
2022,july,paris,191.96,shared room,false,true,no,9.4,2.0,7.55,-7.543415,40.642157,3.5,6.6,29.1
2017,june,paris,480.91,entire home/apt,false,false,yes,4.3,1.0,1.67,5.008729,49.642864,4.7,24.0,0.9
2022,may,barcelona,297.14,shared room,false,true,yes,3.7,3.0,25.5,330497.02,52.854738,4.6,11.37399577167019,4.7
2018,january,paris,456.5,entire home/apt,false,true,yes,4.7,3.0,5.2,11.603672,51.406184,4.4,16.3,10.3
2020,march,barcelona,62.69,private room,false,true,no,6.4,1.0,6.95,-5.751843,55.451071,4.138266384778013,15.7,2.0
2019,january,london,168.18,shared room,true,true,yes,3.6,1.0,58.8,27.261004,41.614208,3.9,5.1,17.2
2018,april,istanbul,107.05,private room,true,true,yes,4.1723991507431,4.0,7.21,9.218182,42.262386,3.7,1.3,0.3
2021,march,istanbul,113.25,shared room,true,true,no,4.5,3.0,7.35,17.03221,54.707009,3.9,22.2,9.4
2017,october,amsterdam,438.41,private room,true,false,no,5.0,3.0,0.52,20.59646,41.391929,4.7,1.2,13.406927138331573
2018,july,istanbul,101.72,shared room,false,false,yes,1.3,5.0,4.21,151697.61,47.979829,3.1,24.0,13.406927138331573
2021,august,paris,129.05,shared room,true,false,no,4.9,5.0,8.38,22.640729,557240.25,4.1,0.12,0.1
2023,september,paris,88.84,private room,true,false,yes,4.7,4.0,21.1,6.30956,627893.64,4.7,11.37399577167019,15.1
2019,november,istanbul,493.03,entire home/apt,false,true,no,3.7,1.0,5.5,29.6137,54.479845,8.4,14.9,12.4
2021,april,amsterdam,296.17,entire home/apt,false,true,no,5.3,3.0,18.5,22.458951,53.015852,3.2,14.7,2.8
2018,november,istanbul,219.67,private room,false,false,yes,4.5,3.0,41.1,24.033997,53.144432,3.5,15.3,27.4
2018,march,amsterdam,111.22,shared room,true,true,no,4.7,1.0,6.61,4.113796,57.581315,4.9,1.8,26.5
2021,june,paris,213.99,entire home/apt,false,false,no,4.5,4.0,5.31,-989834.8,546046.34,5.3,3.91,13.406927138331573
2021,june,barcelona,305.1,entire home/apt,true,true,yes,4.2,5.0,6.06,0.194445,49.643395,4.8,11.2,13.406927138331573
2016,april,brussels,402.37,entire home/apt,false,false,no,4.1,4.0,3.08,15.449137,50.354034,3.5,11.3,27.7
2017,march,rome,487.99,entire home/apt,false,false,yes,3.6,55.0,11.772669491525424,16.512126,41.777191,3.6,2.6,6.5
2022,may,prague,239.91002745512148,entire home/apt,true,false,no,4.4,4.0,3.58,-0.510086,45.255464,3.9,5.7,6.2
2023,december,amsterdam,93.73,entire home/apt,false,true,yes,4.9,4.0,5.27,3.965801,55.213678,3.1,4.2,1.8
2021,july,brussels,239.91002745512148,private room,false,false,yes,3.9,4.0,9.53,-3.371962,51.778752,3.3,12.6,26.5
2020,july,paris,255.73,private room,true,true,yes,4.6,5.0,5.57,-1.255764,45.255048,4.5,5.3,6.3
2022,march,barcelona,92.324,shared room,true,false,yes,4.3,3.0,4.24,543039.22,52.789191,5.0,18.4,6.51
2021,july,brussels,239.91002745512148,private room,true,false,no,3.5,4.0,8.14,24.92964,43.084067,4.138266384778013,8.2,6.9
2020,june,paris,242.03,shared room,true,true,yes,3.7,3.0,0.94,13.663301,40.986618,3.4,14.7,7.8
2021,may,brussels,222.69,shared room,false,true,yes,3.0,3.0,31.7,1.441495,51.197249,4.5,16.1,13.8
2021,november,istanbul,79.171,entire home/apt,true,true,no,3.8,2.0,4.7,28.153425,59.939817,3.4,11.1,15.9
2017,january,london,350.69,shared room,false,false,no,4.7,3.0,5.99,27778.172614387302,45.251769,4.5,18.3,11.3
2019,december,paris,8.872,shared room,false,true,yes,2.4,2.0,11.772669491525424,3.312133,44.027836,3.8,11.2,7.1
2016,december,prague,452.75,entire home/apt,false,false,yes,4.2,1.0,1.12,27.246629,47.354099,3.2,13.7,29.0
2023,september,paris,239.91002745512148,entire home/apt,false,true,yes,3.3,3.0,4.55,9.723549,64570.488407405915,4.7,2.01,15.1
2016,march,brussels,29.301,shared room,false,true,yes,3.3,5.0,6.79,29.573963,54980.55,4.9,18.8,2.82
2021,november,barcelona,230.08,shared room,true,true,yes,3.7,1.0,11.772669491525424,12.990901,53.889745,3.4,8.2,1.1
2021,october,prague,263.64,entire home/apt,false,true,yes,3.3,1.0,6.34,23.70946,637690.44,4.4,6.7,5.8
2021,december,prague,498.21,shared room,true,false,no,5.0,1.0,5.47,27778.172614387302,64570.488407405915,4.3,17.8,20.4
2017,june,paris,212.39,entire home/apt,false,true,yes,3.8,1.0,7.0,16.917908,57.432426,4.6,6.9,13.406927138331573
2016,august,prague,275.73,shared room,true,false,yes,4.1723991507431,1.0,2.47,0.432935,47.116865,2.4,15.7,28.6
2021,june,istanbul,316.65,private room,true,true,no,3.2,4.0,7.85,16.13861,50.164312,4.7,10.9,13.6
2015,january,istanbul,239.91002745512148,entire home/apt,false,false,no,3.8,5.0,11.772669491525424,6.497509,54.522735,4.9,5.9,19.7
2017,november,prague,59.41,shared room,false,false,yes,3.8,3.0,89.1,-3.686963,64570.488407405915,3.3,22.1,5.3
2021,february,barcelona,232.47,private room,false,true,yes,3.6,3.0,5.36,27778.172614387302,42.768696,4.3,1.2,21.0
2015,october,prague,50.761,shared room,false,false,yes,3.6,1.0,1.18,11.753905,55.030447,4.5,2.8,11.1
2017,november,paris,200.71,entire home/apt,true,true,yes,3.8,5.0,11.772669491525424,-4.665622,46.239631,4.7,14.5,28.3
2015,december,brussels,351.12,entire home/apt,false,true,no,3.1,2.0,16.9,-7.42899,728997.95,4.4,15.5,23.0
2020,july,london,85.92,private room,true,true,yes,4.0,5.0,2.9,16.515093,853682.35,4.5,6.8,17.9
2017,august,istanbul,326.79,entire home/apt,false,true,no,4.6,3.0,19.9,733708.81,57.712398,4.7,7.2,21.6
2021,may,paris,170.85,shared room,false,true,yes,3.9,3.0,6.63,27778.172614387302,45.713301,4.4,3.7,22.5
2015,december,barcelona,239.91002745512148,entire home/apt,true,false,yes,3.7,2.0,8.02,2.82238,46.28043,3.4,19.1,25.5
2018,december,brussels,56.273,entire home/apt,false,true,no,4.6,3.0,5.41,1.72818,44.334556,1.3,13.3,0.7
2016,may,barcelona,383.43,entire home/apt,false,false,yes,3.5,4.0,22.1,-3.710277,57.774468,3.5,15.0,13.406927138331573
2017,may,barcelona,352.89,shared room,true,false,no,3.7,4.0,7.48,25.866009,50.914448,4.138266384778013,18.0,17.5
2020,october,brussels,384.53,shared room,false,true,no,4.8,2.0,5.53,19.397558,57.099478,3.9,15.1,6.1
2021,may,paris,156.93,shared room,false,true,no,5.4,3.0,68.4,7.807572,53.55513,4.5,19.0,14.9
2020,december,istanbul,239.91002745512148,shared room,false,false,no,3.3,2.0,9.26,22.605521,412146.04,3.4,3.9,9.5
2023,february,istanbul,61.42,shared room,true,false,no,3.6,4.0,8.11,20.089855,51.722735,3.4,0.5,5.7
2016,march,prague,185.69,shared room,true,false,yes,0.4,1.0,11.772669491525424,6.419699,59.689397,4.1,8.5,10.2
2016,september,barcelona,115.79,private room,false,true,yes,4.7,2.0,5.88,0.705952,41.37044,3.8,3.2,17.5
2021,december,barcelona,239.91002745512148,shared room,true,true,no,4.1723991507431,1.0,6.61,25.695242,40.778951,3.8,10.3,28.8
2021,april,paris,231.13,shared room,true,false,yes,4.8,3.0,8.29,29.669299,48.703519,3.0,4.3,19.0
2021,february,brussels,75.39,entire home/apt,false,false,yes,3.4,4.0,27.2,22.377673,43.926454,3.0,5.8,10.7
2021,september,istanbul,239.91002745512148,entire home/apt,false,false,no,3.2,1.0,11.772669491525424,-6.702418,45.476709,4.0,22.9,13.3
2016,april,prague,125.58,shared room,true,true,no,0.5,3.0,8.64,-2.226376,51.009054,4.138266384778013,4.3,9.22
2015,february,barcelona,82.054,shared room,true,false,no,4.1723991507431,3.0,7.32,14.53746,50.444166,0.5,15.2,11.5
2020,november,paris,222.9,private room,false,true,yes,4.9,2.0,8.8,18.045427,59.88752,3.3,20.8,5.9
2016,august,brussels,54.914,shared room,false,false,no,3.1,3.0,51.5,15.925809,530770.85,3.3,11.37399577167019,9.21
2019,october,paris,239.91002745512148,entire home/apt,true,false,no,8.4,2.0,54.4,8.63439,46.197888,4.1,20.1,16.3
2015,august,paris,366.65,shared room,true,false,no,4.2,4.0,9.42,17.493223,54.118181,3.8,13.5,12.2
2021,april,barcelona,82.371,entire home/apt,false,false,no,4.4,3.0,2.8,15.130024,615993.34,3.5,7.02,8.91
2023,may,rome,77.31,shared room,false,false,yes,4.5,2.0,9.83,19.49267,57.339232,3.2,3.4,27.4
2021,june,amsterdam,239.91002745512148,shared room,true,false,no,4.0,2.0,6.8,17.789671,54.774878,4.6,20.4,9.1
2020,april,rome,448.98,private room,false,false,yes,6.4,1.0,3.13,21.878795,57.082388,3.4,11.37399577167019,8.2
2022,november,brussels,7.952,entire home/apt,true,false,yes,4.2,4.0,11.772669491525424,27778.172614387302,41.344067,4.138266384778013,14.9,3.1
2020,september,paris,114.77,entire home/apt,true,true,no,3.8,3.0,3.17,-7.411108,46.438271,3.7,23.2,23.9
2023,august,prague,126.74,private room,true,false,yes,3.8,3.0,6.54,11.721184,28991.74,4.8,6.8,17.5
2015,november,istanbul,86.02,private room,false,true,no,4.0,5.0,1.6,10.503535,52.085355,4.5,1.21,13.406927138331573
2023,may,rome,123.09,entire home/apt,false,true,no,3.1,2.0,3.24,5.327913,704603.94,3.7,22.9,17.7
2019,august,barcelona,117.73,entire home/apt,false,false,yes,5.0,3.0,7.75,-8.520099,53.201351,4.6,23.9,3.4
2015,august,barcelona,214.75,private room,false,true,no,3.0,5.0,2.11,27778.172614387302,45.817061,3.3,20.3,13.406927138331573
2015,may,rome,103.79,private room,true,false,yes,4.1,4.0,9.64,-1.189495,64570.488407405915,4.9,22.4,13.406927138331573
2020,january,istanbul,228.07,entire home/apt,false,true,no,4.1723991507431,5.0,5.17,27778.172614387302,58.31449,4.4,6.1,1.41
2022,march,paris,411.69,shared room,false,true,yes,3.0,3.0,1.37,27778.172614387302,597619.84,3.2,2.21,7.9
2023,december,amsterdam,122.93,entire home/apt,false,false,yes,4.2,2.0,1.77,3.828744,51.486338,4.7,16.5,22.4
2021,may,amsterdam,231.75,entire home/apt,false,false,yes,4.1,3.0,11.772669491525424,3.744416,64570.488407405915,4.4,8.4,22.3
2023,july,amsterdam,367.38,private room,false,false,no,3.5,5.0,11.772669491525424,22.276526,45.784444,4.4,2.8,13.406927138331573
2022,may,amsterdam,291.02,entire home/apt,false,true,yes,1.4,2.0,7.44,27778.172614387302,176150.54,4.0,11.1,14.4
2016,may,paris,449.23,entire home/apt,true,false,yes,3.5,3.0,7.78,-5.171603,59.781665,3.4,4.9,13.406927138331573
2021,october,istanbul,58.893,shared room,false,true,no,4.0,2.0,11.772669491525424,774692.71,41.463084,4.0,17.5,28.7
2021,may,paris,437.94,entire home/apt,true,true,yes,3.7,2.0,4.27,770323.52,42.031648,3.1,15.6,9.2
2019,january,amsterdam,239.91002745512148,shared room,true,false,no,4.1723991507431,3.0,1.58,27778.172614387302,43.089674,4.138266384778013,19.2,13.406927138331573
2023,august,prague,222.29,entire home/apt,false,true,no,4.8,1.0,7.21,2.034023,43.121289,5.0,7.9,16.7
2019,february,amsterdam,166.13,shared room,false,false,no,4.9,5.0,11.772669491525424,-1.1165,48.960062,4.138266384778013,11.37399577167019,4.92
2016,july,paris,8.063,private room,true,false,yes,3.0,2.0,2.52,846461.2,56.999634,4.2,8.6,29.2
2015,december,istanbul,261.98,entire home/apt,false,true,no,3.8,2.0,7.45,-8.79517,57.668564,3.2,2.6,9.71
2019,december,istanbul,327.4,private room,false,false,yes,4.1723991507431,3.0,8.42,-4.172919,48.931879,4.2,11.37399577167019,17.2
2017,june,brussels,465.3,entire home/apt,false,false,yes,6.3,4.0,8.36,15.45943,47.977396,4.138266384778013,9.22,13.406927138331573
2023,october,istanbul,202.98,private room,true,false,no,4.1723991507431,4.0,11.772669491525424,-4.941905,44.293502,4.138266384778013,22.4,0.9
2020,december,rome,11.083,entire home/apt,false,true,yes,4.5,4.0,8.09,9.304796,59.344151,4.8,13.9,10.2
2016,may,amsterdam,239.91002745512148,private room,true,false,no,4.4,5.0,4.48,11.318248,44.877564,3.3,21.4,19.3
2016,december,prague,154.46,private room,false,false,yes,4.3,3.0,2.38,1.110525,59.674447,4.3,5.9,26.3
2021,december,prague,78.081,entire home/apt,false,true,yes,6.3,4.0,9.42,18.213417,49.288351,4.138266384778013,1.3,0.9
2021,november,paris,175.78,shared room,false,true,no,4.9,2.0,8.92,-2.796167,48.600745,4.138266384778013,11.1,23.7
2021,february,rome,81.28,entire home/apt,true,false,yes,4.8,5.0,55.1,27778.172614387302,64570.488407405915,4.3,11.9,21.1
2016,january,amsterdam,37.014,shared room,true,false,no,3.3,3.0,8.21,17.68872,47.660249,4.3,21.0,26.8
2017,february,brussels,154.16,shared room,true,true,yes,4.1723991507431,4.0,24.5,-248115.7,47.18512,4.4,16.2,3.2
2015,april,london,77.223,shared room,false,false,yes,4.4,2.0,27.2,19.192537,43.418463,4.9,3.5,17.8
2022,june,paris,6.831,private room,false,true,no,3.3,1.0,2.5,-0.262171,42.072211,4.2,19.0,0.0
2018,july,amsterdam,27.072,entire home/apt,false,true,yes,0.4,3.0,11.772669491525424,1.666659,56.267529,3.1,20.0,7.7
2019,march,istanbul,329.5,private room,false,false,no,5.0,3.0,8.23,19.639718,48.466358,6.4,22.5,6.4
2021,january,rome,83.174,private room,false,true,no,4.4,1.0,4.07,22.657755,64570.488407405915,3.9,22.7,29.2
2022,october,istanbul,77.324,private room,false,false,yes,4.4,3.0,11.772669491525424,-0.709136,46.01713,4.2,21.8,0.2
2020,september,istanbul,134.99,entire home/apt,true,true,yes,4.3,3.0,21.5,-4.608297,42.150562,2.4,13.8,28.6
2017,february,barcelona,44.703,private room,true,false,yes,3.4,2.0,3.01,13.893694,53.546953,3.9,13.2,11.6
2018,january,paris,127.85,shared room,false,false,no,4.4,3.0,3.32,6.704549,55.75903,4.138266384778013,20.8,23.2
2020,september,london,82.06,shared room,false,true,yes,4.6,3.0,5.89,17.253187,58.410709,8.4,14.6,2.7
2021,april,london,405.5,entire home/apt,true,true,yes,3.2,4.0,11.772669491525424,781201.81,59.850598,4.0,16.2,20.2
2023,november,istanbul,470.99,shared room,true,false,yes,5.4,1.0,54.6,-3.816799,488854.44,9.3,4.4,20.3
2022,august,paris,71.662,shared room,true,false,no,4.1723991507431,3.0,9.27,19.711444,51.701411,3.3,11.37399577167019,19.5
2016,february,paris,239.91002745512148,entire home/apt,false,false,yes,7.3,2.0,3.15,18.19742,44.573905,3.9,16.3,8.8
2021,june,prague,435.77,shared room,false,false,yes,3.4,3.0,11.772669491525424,5.410304,53.404621,7.3,14.9,2.5
2021,october,barcelona,114.16,entire home/apt,true,false,yes,3.2,3.0,7.21,27778.172614387302,646449.15,4.138266384778013,6.0,13.406927138331573
2022,april,brussels,223.47,shared room,false,false,no,4.6,1.0,9.9,15.863093,45.669107,4.5,9.2,21.6
2015,september,brussels,430.98,shared room,false,true,no,4.3,5.0,8.67,27778.172614387302,41.207741,3.8,8.01,29.9
2019,may,paris,239.91002745512148,shared room,false,true,no,3.1,2.0,3.54,15.799137,53.492008,4.2,8.2,9.2
2017,february,paris,289.34,private room,false,false,no,2.4,2.0,1.17,9.82365,43.386068,4.1,3.9,1.3
2019,february,paris,447.06,private room,false,true,yes,4.8,3.0,0.63,117221.7,45.493524,3.2,11.37399577167019,13.6
2021,may,rome,408.94,shared room,true,true,no,0.3,1.0,66.5,20.502033,48.721661,5.4,23.6,3.7
2020,april,paris,418.83,entire home/apt,false,true,no,3.6,4.0,4.04,27778.172614387302,741139.64,4.4,17.9,13.406927138331573
2018,december,rome,180.25,private room,false,true,yes,4.1723991507431,4.0,11.772669491525424,14.518287,54.96703,4.3,11.37399577167019,21.7
2023,april,paris,289.4,entire home/apt,false,true,yes,3.1,2.0,76.4,23.68547,44.719598,3.1,14.4,8.7
2021,may,paris,65.64,entire home/apt,false,false,yes,4.6,2.0,6.02,49586.61,45.753653,3.1,16.8,21.0
2022,august,prague,283.54,private room,false,false,yes,4.2,5.0,11.772669491525424,19.487809,44.824671,3.9,1.5,7.6
2015,july,brussels,207.07,shared room,false,false,yes,4.9,2.0,46.3,-8.325923,43.629153,4.0,0.11,18.9
2015,september,barcelona,380.74,entire home/apt,false,false,no,4.1723991507431,4.0,5.98,519281.11,41.040953,5.0,11.37399577167019,8.8
2021,may,amsterdam,373.96,entire home/apt,true,true,yes,3.3,2.0,6.98,-7.173382,57.007114,4.2,16.2,13.4
2015,december,barcelona,463.46,entire home/apt,true,true,no,3.6,1.0,4.09,12.002488,20640.05,5.4,11.37399577167019,29.7
2022,september,amsterdam,125.7,private room,true,false,yes,3.3,5.0,2.08,13.382071,53.396702,3.7,10.4,7.2
2021,september,paris,229.95,private room,true,true,no,4.1723991507431,4.0,4.72,14.786455,41.575758,4.3,17.7,27.0
2016,march,paris,422.28,entire home/apt,false,true,yes,3.9,3.0,6.42,27778.172614387302,804464.35,3.3,7.7,16.3
2017,march,paris,106.29,entire home/apt,true,true,yes,3.2,1.0,4.96,326521.71,58.685294,3.7,17.2,27.8
2022,january,prague,423.63,shared room,true,false,yes,3.7,3.0,9.13,-6.316561,64570.488407405915,3.2,3.4,2.2
2021,may,brussels,346.74,entire home/apt,true,true,yes,3.9,3.0,11.772669491525424,28.948099,64570.488407405915,4.3,11.37399577167019,24.1
2015,october,prague,299.99,private room,false,false,yes,3.9,3.0,9.15,25.708063,59.93811,4.8,2.1,9.5
2015,march,brussels,404.12,private room,false,false,yes,3.4,2.0,4.77,27778.172614387302,46.657795,3.8,11.37399577167019,18.4
2015,october,rome,258.53,private room,false,false,no,4.0,3.0,4.98,13.42828,941486.04,4.138266384778013,21.2,21.6
2021,april,brussels,93.033,private room,false,true,no,4.0,5.0,3.67,17.663796,55.481425,4.138266384778013,5.9,25.1
2021,january,istanbul,90.601,private room,true,true,yes,5.0,1.0,9.55,20.885037,48.893792,4.138266384778013,2.7,21.5
2021,november,rome,276.4,shared room,false,false,yes,3.6,4.0,6.5,17.722279,47.860211,3.4,4.5,6.7
2020,october,amsterdam,239.91002745512148,entire home/apt,true,true,no,3.2,2.0,3.89,-8.50192,43.144329,3.3,7.8,6.2
2022,february,istanbul,256.69,private room,true,false,no,3.1,3.0,1.77,-9.278023,41.987936,3.3,2.71,26.0
2023,september,istanbul,321.3,shared room,false,true,no,4.1723991507431,4.0,6.7,27778.172614387302,57.467772,3.1,20.6,16.1
2016,february,rome,401.41,entire home/apt,false,false,no,4.4,5.0,5.15,15.774347,63406.15,4.0,4.8,10.6
2017,july,amsterdam,460.91,private room,true,true,yes,4.8,4.0,78.5,-9.970969,55.705074,4.1,11.37399577167019,13.406927138331573
2019,july,rome,281.66,shared room,false,true,no,4.7,2.0,2.64,-8.232248,25336.84,4.8,19.2,13.406927138331573
2020,february,paris,133.82,entire home/apt,true,false,no,3.5,2.0,5.39,-7.502617,359298.54,4.1,4.5,11.7
2021,january,prague,110.59,entire home/apt,false,false,no,9.4,4.0,3.7,20.873103,43.044668,4.8,16.1,13.406927138331573
2022,october,barcelona,239.91002745512148,entire home/apt,true,false,no,1.3,1.0,3.35,29.192648,49.202903,4.4,13.6,20.2
2020,may,paris,238.2,entire home/apt,false,true,yes,3.9,3.0,4.48,-6.142401,49.015795,4.9,2.7,4.31
2015,october,amsterdam,485.64,private room,true,true,yes,4.0,3.0,8.16,23.412232,42.671327,3.3,10.5,23.4
2015,march,barcelona,330.71,shared room,true,true,no,3.5,1.0,4.15,23.649831,49.172636,4.8,16.8,6.1
2015,december,istanbul,360.04,entire home/apt,false,false,no,3.5,3.0,8.83,734324.6,64570.488407405915,3.3,9.9,5.7
2017,june,paris,58.73,shared room,false,false,yes,4.1,1.0,5.15,17.119235,51.316271,4.1,19.2,1.32
2021,october,prague,81.04,entire home/apt,true,false,yes,4.1723991507431,2.0,37.2,23.009058,58.796346,3.8,17.8,29.9
2022,january,istanbul,90.202,shared room,false,true,no,4.1723991507431,2.0,3.63,27778.172614387302,58.022546,3.5,7.41,26.0
2021,may,istanbul,465.36,shared room,false,false,yes,4.0,3.0,74.2,12.016585,42.526822,4.1,12.4,14.5
2017,may,prague,16.25,entire home/apt,true,false,no,4.6,3.0,8.47,6.954288,48.769562,4.4,1.9,25.1
2021,february,london,437.44,private room,false,true,yes,4.3,3.0,8.39,6.591748,43.623487,3.3,7.0,8.31
2016,october,prague,72.794,shared room,true,true,no,4.4,5.0,9.47,-300997.7,42.314608,4.2,9.2,6.3
2016,january,paris,36.943,shared room,false,true,yes,4.6,4.0,3.76,0.540007,45.783612,4.9,20.1,13.406927138331573
2015,february,rome,239.91002745512148,shared room,false,false,no,4.4,2.0,6.78,28.880601,46.662696,7.3,11.37399577167019,13.406927138331573
2021,september,brussels,110.14,entire home/apt,true,false,no,4.6,5.0,7.56,-0.144816,59.101303,3.6,6.1,15.1
2021,july,istanbul,372.39,shared room,false,false,yes,3.2,2.0,0.52,-1.252451,64570.488407405915,3.1,11.4,29.9
2018,may,rome,259.8,private room,false,false,yes,4.1723991507431,2.0,2.06,17.698283,64570.488407405915,3.8,5.8,27.5
2018,october,prague,245.47,entire home/apt,false,true,yes,4.7,3.0,3.41,18.506286,58.959257,7.4,18.9,6.6
2021,september,amsterdam,87.18,entire home/apt,false,true,yes,3.6,1.0,7.99,1.324017,54.206748,4.6,1.3,28.5
2021,june,paris,239.91002745512148,entire home/apt,false,false,yes,3.5,1.0,11.772669491525424,21.225627,53.606877,3.6,1.7,25.5
2021,august,istanbul,420.73,private room,false,false,yes,5.0,2.0,9.71,23.139392,64570.488407405915,3.7,3.9,28.2
2022,may,istanbul,499.4,entire home/apt,false,false,yes,4.1,1.0,11.772669491525424,-4.075402,52.777381,3.7,13.4,8.92
2021,november,paris,93.052,entire home/apt,false,true,no,3.0,1.0,11.772669491525424,27778.172614387302,55.632438,4.0,11.37399577167019,7.92
2018,july,rome,398.22,shared room,false,true,yes,3.7,2.0,1.84,22.61951,52.040939,4.7,17.9,13.406927138331573
2021,june,prague,316.51,entire home/apt,false,true,yes,3.2,4.0,71.8,-743755.2,49.039594,3.9,11.4,13.406927138331573
2017,may,barcelona,210.83,entire home/apt,false,false,yes,4.1723991507431,1.0,7.55,27778.172614387302,64570.488407405915,3.8,7.4,18.0
2022,january,rome,326.6,private room,true,false,no,4.3,4.0,0.95,5.826871,54.434774,4.0,9.2,22.7
2017,december,brussels,107.76,entire home/apt,false,true,no,4.2,1.0,6.2,451793.9,636780.75,3.8,14.8,10.0
2016,november,paris,385.52,entire home/apt,false,false,no,3.2,3.0,8.92,18.546762,57.742679,3.9,2.21,3.5
